,Authors,CiteScore,CiteScorePercentile,Views,OpenAccess,Affiliations,Prominence,Citations,FWCI,Publication type
81964,9,,,17,1,5,91.074,11,1.53,Conference Paper
54892,5,3.3,22.0,15,0,2,99.667,17,1.3,Article
85382,2,,,21,0,1,77.616,11,2.61,Conference Paper
45214,5,,,13,0,3,99.29299999999999,20,2.05,Conference Paper
83764,3,5.3,6.0,17,0,4,95.508,11,1.0,Article
19282,5,7.0,10.0,77,0,2,89.635,40,3.95,Conference Paper
59385,3,1.2,55.0,9,1,2,93.037,16,2.99,Article
47876,5,,,21,0,1,99.559,19,4.37,Conference Paper
54697,4,4.9,16.0,41,0,5,88.72,17,1.32,Article
42713,5,,,9,0,4,99.46700000000001,21,4.04,Conference Paper
85209,7,5.4,14.0,13,1,4,99.384,11,0.56,Article
60246,4,,,17,0,2,94.986,16,3.31,Conference Paper
68664,6,2.2,34.0,95,0,3,51.216,14,0.82,Article
37767,3,,,1,0,2,36.592,24,2.73,Conference Paper
67613,5,5.3,16.0,16,0,3,86.52799999999999,14,1.18,Article
72886,4,4.1,18.0,30,1,6,88.01,13,1.11,Article
44350,3,1.9,51.0,16,0,1,41.1,21,1.29,Article
76950,2,,,22,1,2,98.001,12,6.81,Chapter
94684,2,,,11,0,4,99.331,10,1.21,Conference Paper
62545,3,7.3,6.0,42,0,2,89.915,15,0.82,Article
63937,2,4.5,10.0,87,0,1,99.93,15,0.97,Article
82631,2,0.8,79.0,13,1,1,94.00299999999999,11,3.68,Conference Paper
65351,2,16.3,1.0,10,0,1,99.507,15,1.26,Article
23337,14,5.4,14.0,33,1,15,91.499,35,1.88,Article
25141,8,5.4,14.0,32,1,8,92.367,33,1.97,Article
13220,4,,,11,1,2,99.46700000000001,52,10.4,Conference Paper
97560,5,15.6,1.0,23,1,7,95.012,9,1.0,Article
58785,3,16.3,1.0,32,0,2,99.43799999999999,16,0.5,Review
13410,3,,,17,1,1,95.359,51,10.39,Conference Paper
12274,5,8.2,5.0,53,1,2,78.979,55,3.34,Article
27870,4,3.9,38.0,21,0,1,87.51700000000001,30,1.49,Article
95141,3,0.7,82.0,30,0,3,98.23200000000001,10,0.86,Conference Paper
92959,3,,,18,0,1,97.654,10,5.76,Conference Paper
4328,6,12.0,2.0,44,0,3,99.478,105,7.22,Article
73370,3,6.6,5.0,30,0,2,91.943,13,0.8,Article
71577,3,,,51,0,1,62.886,13,0.58,Conference Paper
16580,4,2.3,29.0,15,1,3,94.749,44,3.88,Article
28878,6,1.4,65.0,81,0,7,99.13600000000001,30,2.91,Conference Paper
49591,3,,,27,1,3,88.844,19,1.97,Conference Paper
35190,1,1.7,37.0,94,0,1,95.911,25,1.44,Article
90698,2,,,8,0,1,98.461,10,2.12,Conference Paper
70152,3,3.4,20.0,9,0,2,92.693,14,1.47,Article
3407,2,6.2,4.0,359,0,1,99.57600000000001,121,7.6,Article
76866,2,0.9,73.0,24,0,2,98.53,12,2.14,Chapter
39628,4,4.5,17.0,12,0,2,64.514,23,4.11,Conference Paper
18866,8,6.7,11.0,18,1,5,99.365,41,3.24,Conference Paper
52598,7,1.8,36.0,24,1,6,91.995,18,1.72,Article
56361,3,1.8,35.0,66,1,1,99.863,17,4.58,Conference Paper
8078,3,7.6,8.0,153,0,2,94.137,71,4.67,Article
25139,5,6.2,10.0,380,1,4,78.217,33,2.79,Article
44800,3,1.4,53.0,12,0,1,81.404,21,3.33,Conference Paper
26410,7,,,1,1,5,97.914,32,2.78,Conference Paper
2648,6,16.3,1.0,39,0,2,99.667,140,7.76,Article
46692,3,,,13,1,2,66.486,20,2.77,Conference Paper
45487,5,14.6,1.0,27,0,1,82.464,20,1.5,Article
95269,5,,,0,0,1,99.404,10,1.19,Conference Paper
90998,3,1.6,40.0,10,0,2,94.693,10,0.72,Conference Paper
13804,4,3.3,4.0,36,1,3,97.03,50,5.23,Article
50812,6,7.2,2.0,44,0,6,74.969,18,1.28,Article
72741,2,3.3,18.0,19,1,2,84.589,13,1.2,Article
54981,2,4.7,16.0,19,0,1,99.46700000000001,17,1.12,Article
15944,3,,,14,0,2,96.946,46,6.26,Conference Paper
84936,6,2.6,33.0,10,0,2,79.722,11,0.73,Article
99507,2,,,20,1,2,94.057,9,0.75,Conference Paper
40390,2,1.6,66.0,43,0,3,82.055,23,1.74,Article
16140,5,5.8,2.0,183,0,3,95.12899999999999,45,3.21,Article
3261,3,8.7,5.0,22,1,1,99.79,125,8.13,Article
40850,2,,,8,0,1,99.191,22,4.12,Conference Paper
28198,5,6.0,7.0,16,0,1,99.79700000000001,30,7.95,Conference Paper
85196,5,6.5,9.0,27,0,2,85.838,11,0.51,Article
44461,2,3.1,20.0,22,1,3,95.335,21,1.69,Article
77509,1,,,20,0,1,99.021,12,2.47,Conference Paper
23818,3,3.9,38.0,72,0,4,94.39299999999999,34,1.85,Article
5113,4,4.0,7.0,197,1,4,14.414000000000001,94,10.26,Article
92461,5,5.2,14.0,31,0,4,93.87299999999999,10,0.79,Article
13941,3,13.1,1.0,39,0,1,99.79899999999999,50,6.16,Article
70403,5,4.9,17.0,27,0,4,99.916,13,1.03,Article
29672,5,2.2,35.0,14,0,4,81.178,29,2.13,Article
36318,2,5.6,5.0,54,0,3,78.992,25,2.03,Article
9902,6,10.8,1.0,25,1,7,93.16,63,3.85,Article
26855,2,,,12,0,4,99.51899999999999,31,7.01,Conference Paper
26630,8,,,26,0,3,92.266,31,3.09,Conference Paper
22348,4,12.0,2.0,11,0,2,95.473,36,1.78,Article
73406,4,9.6,3.0,20,0,2,68.438,13,0.68,Article
4996,3,9.5,2.0,19,0,4,99.07600000000001,96,7.64,Article
17816,2,,,79,1,1,95.615,42,0.57,Review
94391,3,3.0,32.0,17,0,2,90.366,10,0.64,Article
67531,5,3.9,21.0,21,0,4,94.723,14,1.24,Article
30501,2,13.0,2.0,42,1,1,99.72200000000001,28,1.68,Conference Paper
72388,3,3.5,14.0,17,1,2,97.965,13,1.74,Article
94665,2,2.9,19.0,15,1,1,29.230999999999998,10,0.67,Article
50279,2,2.2,22.0,30,0,1,95.00399999999999,19,1.57,Article
32580,3,2.2,22.0,26,0,2,91.074,27,1.45,Article
68246,5,5.1,8.0,41,0,5,15.842,14,0.74,Article
7119,3,6.2,4.0,161,0,2,99.602,77,5.27,Review
98890,4,0.8,73.0,17,0,2,99.185,9,0.96,Article
75199,3,,,12,0,1,99.679,13,3.75,Conference Paper
57204,10,1.0,65.0,10,0,4,82.34299999999999,16,5.48,Conference Paper
68456,6,8.1,1.0,14,0,2,13.269,14,1.26,Article
86517,3,1.4,70.0,54,0,1,94.62700000000001,11,2.59,Chapter
50268,2,3.6,16.0,42,0,1,78.79,19,1.26,Article
40119,5,,,11,0,1,84.084,23,15.67,Chapter
55652,5,,,10,0,2,96.397,17,2.33,Conference Paper
95768,3,,,8,0,1,60.13399999999999,10,2.26,Conference Paper
4915,2,6.2,4.0,218,0,1,77.332,97,4.66,Article
48848,4,6.8,8.0,17,0,3,87.204,19,0.66,Article
86271,7,1.6,40.0,20,0,3,25.51,11,1.21,Conference Paper
87899,3,,,22,0,3,98.79799999999999,11,2.52,Conference Paper
90783,6,2.5,42.0,46,1,1,96.375,10,0.29,Article
44492,2,,,25,0,1,98.538,21,2.58,Conference Paper
19453,2,1.2,53.0,86,1,1,98.72200000000001,40,8.29,Conference Paper
8952,4,3.7,10.0,153,0,2,37.814,67,2.7,Article
82472,3,1.4,52.0,17,0,1,91.913,11,0.75,Article
77358,3,,,20,1,1,99.325,12,0.87,Article
25202,3,2.4,45.0,47,0,4,98.68299999999999,33,2.4,Article
9430,5,17.4,1.0,15,1,4,84.26899999999999,65,4.74,Conference Paper
61230,4,5.2,14.0,28,0,3,96.50299999999999,15,0.79,Article
37193,1,10.2,3.0,19,0,1,79.183,24,1.48,Article
99482,3,2.4,40.0,20,0,1,37.832,9,0.9,Article
920,2,8.7,5.0,31,0,1,97.163,264,10.77,Article
55607,5,4.5,17.0,30,1,1,80.355,17,2.82,Conference Paper
13094,2,6.8,11.0,34,0,1,99.62899999999999,52,2.44,Article
47752,4,5.1,8.0,70,0,2,91.344,19,1.25,Article
12622,4,9.7,1.0,130,1,3,96.396,54,3.63,Article
7210,4,10.8,3.0,70,1,3,98.803,77,5.28,Article
20102,4,1.1,57.0,13,1,3,74.988,39,2.11,Article
10405,4,,,27,0,2,67.196,61,3.59,Conference Paper
85904,5,5.5,11.0,12,0,5,97.11,11,0.84,Article
36776,5,3.3,29.0,26,1,4,99.64,24,1.83,Article
63955,3,8.0,4.0,10,1,5,92.399,15,3.44,Conference Paper
16871,4,,,21,0,2,96.334,44,8.47,Conference Paper
5742,3,5.2,17.0,66,0,1,99.736,88,8.25,Conference Paper
53300,4,5.2,7.0,38,0,3,86.61,18,1.06,Article
54475,3,0.4,91.0,33,1,2,81.37899999999999,17,1.06,Article
62241,3,5.2,14.0,25,1,2,84.78200000000001,15,1.05,Article
7419,4,,,38,1,3,98.184,75,6.11,Article
46552,3,3.6,38.0,37,0,3,41.553000000000004,20,0.75,Review
9126,5,16.3,1.0,19,1,4,99.14399999999999,66,4.41,Article
62620,7,7.6,9.0,13,1,4,75.191,15,1.04,Conference Paper
8355,3,2.9,19.0,21,1,1,99.663,70,3.71,Article
51034,1,5.4,6.0,12,0,1,94.551,18,1.62,Article
35029,5,5.1,8.0,29,0,3,84.176,25,1.15,Article
3338,2,2.0,41.0,24,1,1,27.348000000000003,123,4.17,Article
15680,3,14.0,2.0,61,0,6,94.40799999999999,46,3.02,Article
73589,6,5.4,14.0,38,1,4,63.308,13,0.75,Article
97342,3,,,13,0,1,70.57,9,1.07,Conference Paper
17212,4,16.3,1.0,22,1,2,81.9,43,1.57,Article
84841,4,,,45,0,4,60.489,11,0.95,Conference Paper
77201,5,2.2,22.0,30,0,4,98.785,12,0.85,Article
30674,5,5.7,9.0,25,0,2,89.45299999999999,28,1.85,Article
19971,1,,,7,1,1,95.434,39,4.69,Conference Paper
61161,1,2.2,37.0,13,1,1,99.03,15,3.5,Conference Paper
96685,6,,,16,0,5,97.691,9,2.22,Conference Paper
95808,7,,,25,1,5,27.142,10,2.77,Conference Paper
37537,2,0.7,73.0,17,0,2,98.23200000000001,24,4.58,Conference Paper
70100,3,0.7,81.0,11,1,1,86.735,14,2.67,Conference Paper
77355,3,0.5,53.0,103,0,2,87.389,12,1.03,Article
30279,3,5.2,17.0,37,1,1,75.09100000000001,28,3.73,Conference Paper
20455,4,2.7,16.0,59,1,5,1.8230000000000002,38,2.62,Article
63699,4,1.8,35.0,17,1,1,99.296,15,2.91,Conference Paper
17721,4,5.7,9.0,39,0,13,78.751,42,1.95,Article
38095,3,2.1,32.0,32,0,5,87.445,24,2.24,Article
76064,4,8.6,3.0,35,0,1,97.822,12,0.72,Article
30445,6,,,17,1,6,97.3,28,4.0,Conference Paper
88238,2,,,17,0,1,98.611,11,1.73,Conference Paper
41580,2,,,25,0,1,97.03,22,3.04,Conference Paper
14690,3,2.2,37.0,10,1,3,99.212,48,9.92,Conference Paper
51907,2,,,0,0,1,96.214,18,2.11,Conference Paper
73580,1,3.3,4.0,25,0,1,92.04299999999999,13,1.68,Article
88009,2,1.2,53.0,17,1,1,99.72200000000001,11,1.66,Conference Paper
18694,3,4.3,3.0,18,0,1,57.81399999999999,41,5.63,Article
93796,2,,,39,0,1,64.182,10,3.25,Conference Paper
73966,3,6.9,3.0,124,0,3,78.877,13,1.25,Article
94081,3,0.7,73.0,20,0,1,99.61,10,2.45,Conference Paper
57396,37,1.0,65.0,21,1,33,95.215,16,6.32,Conference Paper
47644,3,10.1,1.0,35,0,2,97.154,20,1.13,Article
27355,4,5.4,14.0,70,1,3,92.037,31,1.5,Article
25325,8,3.8,15.0,36,1,11,98.448,33,2.11,Article
76320,4,6.2,4.0,38,0,3,99.051,12,0.74,Article
71442,1,0.8,31.0,13,0,1,84.083,13,3.17,Article
17593,6,4.9,17.0,17,0,5,98.785,43,2.41,Article
27233,4,,,13,1,1,97.015,31,1.42,Conference Paper
18197,2,4.8,7.0,75,0,1,94.212,42,3.25,Article
63332,4,0.7,53.0,19,1,9,99.82799999999999,15,1.39,Article
399,7,,,167,0,4,99.443,445,34.35,Conference Paper
76997,3,2.6,33.0,22,0,1,92.15100000000001,12,1.15,Article
34861,2,6.7,2.0,66,1,1,87.63799999999999,25,2.42,Article
75239,4,1.9,64.0,9,1,1,99.79700000000001,13,1.16,Conference Paper
23762,2,5.8,5.0,49,0,2,97.552,34,2.43,Article
12378,4,,,7,0,2,65.044,54,3.12,Article
60029,3,5.2,5.0,15,0,3,99.43799999999999,16,0.69,Article
41025,5,7.4,1.0,59,0,4,98.65,22,1.55,Article
37328,2,1.1,81.0,13,0,2,69.432,24,1.74,Conference Paper
18146,2,5.9,3.0,18,0,1,86.852,42,3.86,Article
72182,5,,,42,0,5,97.67299999999999,13,2.9,Conference Paper
39451,3,3.9,26.0,39,0,2,91.022,23,1.17,Article
94820,4,,,14,0,1,85.065,10,0.75,Conference Paper
48752,3,3.0,14.0,64,0,2,98.805,19,0.87,Article
26495,4,6.5,9.0,8,1,3,96.882,32,2.92,Conference Paper
29610,2,,,29,0,2,19.467,29,3.75,Conference Paper
9521,9,,,10,0,2,99.40899999999999,64,6.98,Conference Paper
74986,3,6.1,11.0,17,1,3,97.846,13,0.97,Article
88994,3,,,10,0,1,86.09899999999999,10,0.87,Conference Paper
71057,2,1.5,36.0,21,0,1,86.90700000000001,13,1.56,Article
70470,2,10.8,1.0,14,1,1,97.051,13,0.96,Article
35505,5,,,16,1,5,76.363,25,3.55,Conference Paper
58186,4,3.4,30.0,58,1,2,99.404,16,0.54,Article
47259,2,4.6,15.0,33,0,1,54.935,20,1.22,Article
81281,3,,,21,0,1,99.70700000000001,12,1.38,Conference Paper
98363,1,,,39,1,1,95.766,9,2.11,Conference Paper
45890,2,2.8,29.0,24,0,2,92.684,20,1.09,Article
87019,5,,,14,1,3,81.132,11,1.81,Conference Paper
94978,7,1.2,53.0,21,1,2,77.597,10,1.11,Conference Paper
84284,3,5.6,13.0,7,1,9,73.086,11,0.75,Article
96903,5,2.5,40.0,8,1,1,89.285,9,0.59,Article
75157,1,1.6,40.0,10,0,1,90.189,13,2.17,Conference Paper
47502,3,4.5,9.0,33,1,2,91.027,20,1.83,Article
56318,3,8.6,5.0,13,0,11,80.355,17,0.92,Article
39067,3,1.6,40.0,5,1,2,88.811,23,0.97,Conference Paper
70866,4,,,7,1,3,99.99799999999999,13,0.95,Conference Paper
82918,4,9.0,4.0,20,0,4,88.537,11,0.77,Article
93296,3,8.2,6.0,20,0,1,99.125,10,0.57,Article
59097,5,0.6,72.0,21,0,1,71.869,16,0.31,Article
78679,4,0.9,74.0,11,1,1,98.803,12,0.8,Article
98346,7,1.0,65.0,10,0,4,84.76899999999999,9,3.37,Conference Paper
71892,1,5.4,6.0,62,1,1,97.82,13,4.44,Letter
65857,7,,,0,0,5,99.63799999999999,14,3.55,Conference Paper
7825,5,8.8,1.0,157,1,4,99.602,73,3.68,Article
67192,3,,,111,0,2,97.81700000000001,14,1.04,Conference Paper
630,5,1.6,40.0,32,1,4,99.73299999999999,338,45.15,Conference Paper
8953,3,,,13,0,2,80.44,67,13.08,Conference Paper
74645,2,3.4,17.0,54,0,1,89.816,13,0.8,Article
57452,3,,,25,0,1,95.381,16,1.53,Conference Paper
19658,3,10.8,1.0,25,1,3,97.051,39,1.68,Article
91540,4,,,9,0,1,87.255,10,0.9,Conference Paper
45782,4,11.1,1.0,13,0,2,90.62799999999999,20,1.33,Article
49954,3,0.8,71.0,12,0,2,93.999,19,1.26,Article
85762,4,1.1,67.0,29,0,2,78.959,11,1.43,Conference Paper
6104,4,,,55,1,3,87.706,85,5.69,Conference Paper
54613,6,5.3,6.0,13,0,1,99.72200000000001,17,1.37,Article
14828,5,,,14,1,3,0.126,48,3.19,Article
14415,3,5.2,17.0,24,0,2,99.906,49,2.51,Article
73433,10,1.8,35.0,25,1,2,96.336,13,3.75,Conference Paper
4791,4,6.2,4.0,158,0,2,99.175,98,7.36,Review
78389,6,4.9,25.0,14,0,1,95.77799999999999,12,1.04,Conference Paper
96127,5,1.8,44.0,27,0,2,79.705,10,0.78,Article
84368,4,4.3,9.0,23,0,2,71.594,11,0.52,Article
44969,3,0.5,82.0,49,0,8,99.285,21,1.48,Article
2488,3,6.0,4.0,181,0,2,80.758,146,3.17,Review
42345,1,5.4,6.0,26,1,1,42.401,22,1.83,Article
86027,3,1.6,40.0,25,0,2,79.872,11,2.17,Conference Paper
27819,2,3.1,20.0,11,1,3,86.54700000000001,30,2.82,Article
21965,3,6.0,7.0,23,0,3,99.29299999999999,36,6.68,Conference Paper
57369,3,5.3,4.0,16,0,2,96.56299999999999,16,1.79,Article
76671,2,1.2,53.0,56,1,2,99.15899999999999,12,1.38,Conference Paper
90097,2,0.8,79.0,9,1,1,60.743,10,2.01,Conference Paper
95131,27,1.0,65.0,8,1,9,31.625,10,3.37,Conference Paper
93748,3,,,11,0,2,71.882,10,2.35,Conference Paper
3104,3,3.5,14.0,35,1,1,98.604,128,11.89,Article
46702,5,3.3,22.0,19,0,2,90.632,20,1.59,Article
58973,2,,,18,0,1,56.596000000000004,16,4.05,Conference Paper
92543,3,4.3,10.0,28,0,1,96.053,10,0.91,Article
69600,3,2.5,36.0,26,0,2,99.48,14,0.64,Article
26035,4,9.6,3.0,20,0,12,93.35600000000001,32,2.04,Article
21272,5,5.2,8.0,73,0,1,82.615,37,2.18,Article
44464,3,8.9,4.0,18,0,2,81.693,21,1.27,Article
23685,4,9.5,2.0,53,0,3,73.05199999999999,34,2.38,Article
61828,3,5.2,14.0,45,0,3,96.118,15,0.66,Article
96891,3,,,16,0,3,99.354,9,2.12,Conference Paper
43135,4,8.2,5.0,73,1,5,93.206,21,1.29,Article
13481,2,,,8,0,2,99.146,51,8.24,Conference Paper
15982,6,6.2,4.0,141,1,10,99.88799999999999,46,2.33,Article
43429,2,3.5,5.0,27,0,2,96.945,21,2.95,Article
4525,6,,,21,1,3,98.133,102,18.85,Conference Paper
16242,6,5.5,5.0,112,1,3,96.81700000000001,45,2.23,Article
34015,3,3.3,4.0,20,0,1,99.54799999999999,26,2.62,Article
18447,2,4.2,12.0,22,0,1,79.685,41,1.72,Article
54661,2,,,15,0,1,1.969,17,2.89,Conference Paper
5126,4,7.2,2.0,76,0,2,99.925,94,6.99,Article
43721,4,5.2,4.0,12,1,3,88.936,21,3.86,Conference Paper
20393,1,6.3,10.0,20,0,1,80.163,38,1.93,Article
69059,5,5.2,7.0,36,0,3,98.529,14,0.82,Article
51992,3,5.2,5.0,63,0,3,97.02600000000001,18,1.35,Article
41921,1,5.4,6.0,70,1,5,62.27,22,1.71,Article
92834,4,,,11,0,8,98.594,10,7.66,Chapter
31914,6,3.8,13.0,46,1,2,99.73299999999999,27,3.03,Article
56254,4,1.6,40.0,14,0,1,20.436,17,3.14,Conference Paper
72752,3,,,13,0,4,98.529,13,1.42,Conference Paper
91636,3,5.0,6.0,19,0,4,63.501999999999995,10,0.47,Article
3247,3,5.4,14.0,93,1,3,99.986,125,2.39,Review
76976,2,5.4,14.0,12,1,3,99.971,12,0.34,Review
89537,3,3.1,35.0,33,0,2,76.465,10,0.52,Article
86753,3,6.0,13.0,35,0,3,78.217,11,0.49,Article
60417,4,5.4,6.0,144,0,4,96.73700000000001,16,1.32,Article
98690,5,4.5,3.0,35,1,5,86.689,9,0.84,Article
67683,6,,,10,1,4,93.264,14,2.78,Conference Paper
35942,1,,,29,0,1,98.891,25,2.76,Conference Paper
60638,4,1.9,51.0,10,0,5,86.141,16,1.05,Article
89902,2,2.6,22.0,24,0,1,82.976,10,0.8,Article
82687,4,8.6,3.0,38,0,2,2.9330000000000003,11,1.14,Article
20984,1,3.6,21.0,35,0,1,41.757,38,2.35,Article
73590,3,,,8,0,1,99.667,13,2.78,Conference Paper
21503,4,2.0,27.0,34,0,3,70.563,37,4.52,Article
25171,3,16.3,1.0,23,0,2,99.38600000000001,33,2.2,Article
94206,5,,,17,0,5,0.37200000000000005,10,1.32,Conference Paper
45114,4,3.5,14.0,11,1,3,99.79,20,2.38,Article
79662,5,0.9,73.0,14,0,1,97.646,12,0.7,Article
53493,1,7.3,6.0,8,1,2,92.971,18,1.22,Article
90900,6,4.6,20.0,45,0,6,99.29299999999999,10,0.63,Article
49370,4,7.9,2.0,19,1,5,84.111,19,1.76,Article
28914,4,,,31,1,1,98.853,29,4.81,Conference Paper
86118,5,,,6,0,2,91.598,11,2.21,Conference Paper
43997,4,4.7,9.0,10,1,3,99.805,21,1.46,Article
90880,4,1.1,67.0,10,0,3,92.152,10,1.43,Conference Paper
92938,3,5.2,5.0,20,0,2,99.791,10,1.11,Article
91065,4,4.9,17.0,48,1,5,99.412,10,0.52,Article
29819,2,,,10,0,2,91.262,29,4.31,Conference Paper
74750,3,1.4,65.0,20,1,2,64.457,13,1.03,Conference Paper
85510,4,1.6,40.0,17,0,2,99.79700000000001,11,1.93,Conference Paper
36183,4,1.4,65.0,31,0,2,95.369,25,2.91,Conference Paper
79418,3,3.6,9.0,60,0,4,92.40899999999999,12,1.05,Article
21240,6,3.0,22.0,53,1,6,99.554,37,1.7,Article
32165,3,2.5,26.0,14,0,3,96.773,27,2.7,Article
10521,4,6.7,11.0,12,1,1,89.34100000000001,60,3.94,Conference Paper
77053,4,5.6,3.0,62,0,1,80.26,12,0.71,Article
12179,4,4.4,16.0,20,0,5,99.859,55,5.0,Article
25002,2,2.9,30.0,18,0,1,99.685,33,1.57,Article
96706,3,5.5,11.0,25,0,10,31.908,9,0.84,Article
39105,4,5.4,5.0,118,0,2,96.63799999999999,23,2.85,Article
24245,3,8.6,3.0,64,0,1,99.906,34,2.17,Article
25693,6,14.2,1.0,19,0,2,97.234,32,2.36,Article
71425,4,,,37,0,1,83.431,13,2.06,Conference Paper
39654,3,,,6,0,1,72.414,23,5.17,Conference Paper
53656,3,,,6,1,1,98.529,17,1.16,Conference Paper
74774,4,,,65,0,4,99.13600000000001,13,3.62,Conference Paper
15850,1,3.4,1.0,72,0,1,88.84200000000001,46,7.68,Review
82938,4,,,19,0,3,99.54799999999999,11,1.96,Conference Paper
30833,3,6.8,11.0,41,0,2,84.211,28,1.63,Article
81828,2,3.6,11.0,28,1,1,86.065,11,0.99,Article
63240,5,2.0,28.0,37,0,3,84.443,15,1.6,Article
77037,2,,,5,0,2,98.432,12,2.28,Conference Paper
70137,3,,,22,0,1,89.959,14,3.42,Conference Paper
27882,3,1.4,48.0,23,1,2,99.359,30,2.77,Article
95691,2,4.3,6.0,14,0,1,90.463,10,0.75,Article
40154,4,,,15,0,2,72.633,23,5.83,Conference Paper
98606,2,2.2,47.0,33,0,2,96.291,9,0.73,Conference Paper
52882,4,9.2,3.0,39,0,1,99.78,18,1.12,Article
25160,4,2.5,26.0,54,1,3,82.81700000000001,33,5.2,Article
71163,4,,,38,1,2,98.37299999999999,13,1.9,Conference Paper
37847,4,6.9,8.0,20,1,2,85.07700000000001,24,1.59,Article
74754,2,,,10,0,1,98.863,13,3.4,Conference Paper
36949,4,2.4,36.0,11,0,4,99.64,24,1.22,Article
98709,6,,,22,0,5,69.743,9,1.03,Conference Paper
19501,3,2.0,47.0,68,1,2,84.581,40,3.37,Article
7384,4,5.8,11.0,33,0,1,99.897,76,4.75,Article
39153,3,,,14,0,1,90.00299999999999,23,2.59,Conference Paper
18520,5,3.5,14.0,13,1,3,85.426,41,3.01,Article
79788,5,1.0,65.0,17,0,1,98.539,12,1.26,Conference Paper
46439,5,1.3,53.0,105,0,3,97.56299999999999,20,0.91,Article
47897,3,5.9,2.0,14,0,2,96.949,19,3.19,Article
14371,8,4.7,9.0,72,0,6,99.87700000000001,49,3.34,Article
81374,2,,,14,0,2,63.909,12,2.57,Conference Paper
46975,4,1.6,40.0,14,0,3,55.118,20,2.9,Conference Paper
16002,4,1.6,40.0,26,1,2,37.493,46,5.07,Conference Paper
5971,3,2.4,45.0,51,1,2,72.343,86,0.78,Review
62556,3,4.5,8.0,17,0,4,72.166,15,1.15,Article
5349,3,7.3,3.0,84,0,3,99.241,92,5.21,Article
12990,4,9.1,4.0,18,0,3,86.51899999999999,53,3.47,Article
98872,3,4.0,7.0,69,0,2,98.794,9,0.86,Article
70508,7,,,39,0,3,99.51700000000001,13,1.26,Conference Paper
591,3,,,351,1,1,99.98,351,49.33,Conference Paper
35696,3,5.2,7.0,10,0,3,99.171,25,1.99,Article
74620,2,,,22,0,2,88.48100000000001,13,3.25,Conference Paper
19072,2,4.5,17.0,30,0,1,76.117,40,4.88,Conference Paper
29866,16,3.0,31.0,20,1,6,83.601,29,2.31,Article
1829,4,7.3,3.0,25,1,12,97.53200000000001,176,8.68,Article
6099,4,4.9,17.0,46,0,4,99.84200000000001,85,4.74,Article
12392,3,2.2,22.0,41,0,2,95.162,54,4.6,Article
51467,4,,,9,0,2,80.28399999999999,18,3.01,Conference Paper
12806,5,5.1,8.0,104,0,2,99.738,53,2.93,Article
96166,3,3.2,11.0,132,1,2,99.29299999999999,10,1.1,Article
36426,4,7.3,3.0,37,1,3,92.302,24,1.74,Article
38584,3,9.6,3.0,29,1,1,40.244,23,0.97,Article
8528,2,0.9,73.0,22,0,2,98.53,69,12.27,Chapter
17998,4,5.2,14.0,66,0,3,97.074,42,2.5,Article
92783,5,6.1,11.0,35,1,3,97.805,10,0.54,Article
75635,5,2.1,33.0,13,1,6,81.919,12,1.15,Article
45794,4,0.9,49.0,55,0,4,98.92299999999999,20,1.45,Article
99725,4,,,17,1,3,95.53,9,1.14,Conference Paper
26390,2,2.2,40.0,24,0,1,91.12700000000001,32,2.24,Article
38911,5,4.1,21.0,26,0,4,92.337,23,1.52,Article
11107,4,16.3,1.0,24,0,1,99.725,58,4.3,Article
92709,3,1.0,40.0,12,1,2,84.81,10,1.05,Article
98505,6,8.6,3.0,47,0,4,98.524,9,0.52,Article
5677,6,,,21,0,2,99.99799999999999,89,11.07,Conference Paper
87317,4,7.7,4.0,19,1,5,99.45700000000001,11,1.35,Article
10903,2,5.4,14.0,72,1,1,53.428999999999995,59,2.63,Article
44603,2,2.0,47.0,17,1,3,44.636,21,1.67,Article
53147,2,,,17,0,2,92.553,18,2.61,Conference Paper
4377,3,14.0,1.0,59,0,2,70.563,104,6.86,Article
68985,4,,,20,0,3,99.412,14,0.65,Conference Paper
80780,2,,,73,0,1,99.06,12,3.87,Conference Paper
8041,3,5.4,8.0,25,0,2,95.21,72,4.18,Article
2647,8,,,8,0,2,99.581,140,14.01,Conference Paper
94614,4,,,8,0,2,99.728,10,1.53,Conference Paper
15409,6,4.3,7.0,103,0,4,99.449,47,6.63,Article
43942,2,,,12,1,4,99.021,21,3.32,Conference Paper
25672,2,6.4,3.0,31,0,1,95.959,32,2.51,Article
79344,4,2.6,33.0,6,0,1,83.195,12,0.84,Article
57096,4,1.4,70.0,22,0,3,98.62,16,2.59,Chapter
12238,4,3.5,30.0,24,0,3,96.588,55,3.29,Article
73215,5,,,13,1,2,99.902,13,0.86,Article
49669,12,5.6,13.0,28,1,3,98.006,19,0.96,Article
38387,4,4.3,6.0,47,0,8,95.111,24,1.88,Article
63335,17,3.5,30.0,36,1,9,29.984,15,0.39,Article
5244,5,9.1,4.0,66,1,2,98.79799999999999,93,4.28,Article
99447,3,,,11,1,1,95.244,9,1.21,Conference Paper
1222,5,6.5,9.0,43,0,3,93.292,221,18.51,Conference Paper
76985,3,,,19,1,1,87.88,12,1.73,Conference Paper
46054,4,3.2,18.0,39,0,2,76.40100000000001,20,1.03,Article
65104,4,3.4,21.0,26,0,4,92.15100000000001,15,1.01,Article
15437,4,4.4,11.0,30,1,7,61.724,47,3.8,Article
